#OTU ID	S13D7.MID110-110.P3.jan14_ncdenovo	P3D7.MID46-47.P1.apr13_ncdenovo	S13D7.MID95-95.P1.dec13_ncdenovo	S13D7.MID109-109.P1.jan14_ncdenovo	S13D7.MID101-101.P1.nov13_ncdenovo	S13D7.MID95-95.P1.dec13_otuclust	S13D7.MID101-101.P1.nov13_otuclust	P3D7.MID46-47.P1.apr13_otuclust	S13D7.MID109-109.P1.jan14_otuclust	S13D7.MID110-110.P3.jan14_otuclust	S13D7.MID110-110.P3.jan14_ncref	S13D7.MID95-95.P1.dec13_ncref	S13D7.MID109-109.P1.jan14_ncref	P3D7.MID46-47.P1.apr13_ncref	S13D7.MID101-101.P1.nov13_ncref	S13D7.MID110-110.P3.jan14	S13D7.MID109-109.P1.jan14	S13D7.MID101-101.P1.nov13	P3D7.MID46-47.P1.apr13	S13D7.MID95-95.P1.dec13
M01896:14:000000000-A7ERE:1:2105:21711:16106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:14:000000000-A7ERE:1:2106:22372:24353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1
M01896:15:000000000-A7EN9:1:1104:19429:23997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	0	0
M01896:14:000000000-A7ERE:1:2110:9460:15815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
M01896:15:000000000-A7EN9:1:1111:21136:9627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	0
M01896:15:000000000-A7EN9:1:2101:15190:18158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	63	0	1
M01896:14:000000000-A7ERE:1:2113:10848:3069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
M01896:2:000000000-A69JN:1:2117:19156:24229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	1
M01896:15:000000000-A7EN9:1:1112:13354:19326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
M01896:14:000000000-A7ERE:1:2114:18798:5693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:2:000000000-A69JN:1:2119:16590:12584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
M01896:14:000000000-A7ERE:1:2119:12856:23893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:2:000000000-A69JN:1:1113:16302:2599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
M00595:42:000000000-A5J1T:1:2114:23364:13413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
M01896:15:000000000-A7EN9:1:1104:15620:4169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	0	1
M01896:2:000000000-A69JN:1:1115:10159:23405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2
M01896:15:000000000-A7EN9:1:1105:17974:19002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:1108:4005:17139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:1108:2574:15305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0
M01896:15:000000000-A7EN9:1:1111:6827:14567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
M01896:15:000000000-A7EN9:1:1104:7494:15699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1
M01896:15:000000000-A7EN9:1:1115:2886:16071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1
M01896:15:000000000-A7EN9:1:1114:16332:5419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	1
M00595:54:000000000-A7CT0:1:1115:14978:15191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	1
M01896:15:000000000-A7EN9:1:2101:26576:11017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
M01896:15:000000000-A7EN9:1:2101:22894:15490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:2104:17218:13797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:2107:9907:13361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0
M01896:15:000000000-A7EN9:1:2110:19543:16369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:2110:26168:17194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
M01896:15:000000000-A7EN9:1:2118:16660:18639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
M01896:2:000000000-A69JN:1:1103:15668:14101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
M01896:15:000000000-A7EN9:1:2118:10570:20473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
M01896:2:000000000-A69JN:1:1106:14297:7887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	1
M01896:14:000000000-A7ERE:1:2109:24370:8704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
M01896:15:000000000-A7EN9:1:2114:14217:16812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1
M00595:54:000000000-A7CT0:1:2116:5044:10918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2
M00595:54:000000000-A7CT0:1:1107:9998:17215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
M01896:14:000000000-A7ERE:1:1109:5804:18915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:1111:3386:12705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
M01896:14:000000000-A7ERE:1:1112:26607:8556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00595:54:000000000-A7CT0:1:1106:11266:10523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5
M01896:14:000000000-A7ERE:1:2101:20897:14127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:2103:24772:12429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M01896:14:000000000-A7ERE:1:2103:9779:22740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00595:42:000000000-A5J1T:1:2112:10373:10873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0
M01896:14:000000000-A7ERE:1:2117:6917:9186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:1105:5476:5331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0
M01896:2:000000000-A69JN:1:2102:2531:9721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
M00595:42:000000000-A5J1T:1:2103:8382:2289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	0
M01896:2:000000000-A69JN:1:2118:10010:24329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
M00595:54:000000000-A7CT0:1:2104:6081:9606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
M01896:15:000000000-A7EN9:1:1108:14004:20162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:1109:17632:22556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:1111:16434:5118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
M01896:15:000000000-A7EN9:1:1115:16775:19143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
M01896:15:000000000-A7EN9:1:2101:13049:16208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2110:22600:12505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M01896:15:000000000-A7EN9:1:2114:9506:21064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2118:21490:7669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
M01896:14:000000000-A7ERE:1:1102:22826:13807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:1102:11697:20243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
M01896:14:000000000-A7ERE:1:1104:5864:13224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:1106:14531:5954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:1106:16659:13607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:1109:16031:6585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
M01896:14:000000000-A7ERE:1:1109:10827:16120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:2:000000000-A69JN:1:1118:26999:8438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
M01896:14:000000000-A7ERE:1:1115:20282:11150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
M00595:42:000000000-A5J1T:1:1113:7691:21803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0
M01896:14:000000000-A7ERE:1:1119:12916:22836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M01896:14:000000000-A7ERE:1:2103:6251:16439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00595:54:000000000-A7CT0:1:2103:16211:14922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
M01896:15:000000000-A7EN9:1:1102:5690:10530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
M01896:14:000000000-A7ERE:1:2111:17653:7472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00595:54:000000000-A7CT0:1:1118:13207:4588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1
M01896:14:000000000-A7ERE:1:2114:9680:10914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
M01896:15:000000000-A7EN9:1:1102:22070:11778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:1102:11569:15816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M01896:15:000000000-A7EN9:1:1102:7255:20666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:1107:19902:9244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:1116:8857:3570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2102:21091:17779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
M01896:15:000000000-A7EN9:1:2103:25700:10105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00595:54:000000000-A7CT0:1:1107:17485:8490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
M01896:15:000000000-A7EN9:1:2104:4341:11466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
M01896:15:000000000-A7EN9:1:2105:18015:7150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M01896:2:000000000-A69JN:1:1119:20835:18013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2
M01896:15:000000000-A7EN9:1:2110:11219:14342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
M01896:15:000000000-A7EN9:1:2111:19304:11125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2111:6806:17217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2115:13440:13797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
M01896:15:000000000-A7EN9:1:2117:5070:7051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
M01896:15:000000000-A7EN9:1:2117:6075:13438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2118:18816:5802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:2:000000000-A69JN:1:1101:11359:18334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
M01896:2:000000000-A69JN:1:1104:25398:15707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M00595:54:000000000-A7CT0:1:2118:16359:8607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
M01896:2:000000000-A69JN:1:1110:20570:17731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00595:54:000000000-A7CT0:1:1109:14792:17015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1
M00595:54:000000000-A7CT0:1:2103:15485:10584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
M01896:2:000000000-A69JN:1:1117:6440:19548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00595:54:000000000-A7CT0:1:2118:4013:11663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
M01896:2:000000000-A69JN:1:1117:23056:23797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2101:25555:9774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2104:9161:16984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2106:6389:22526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2108:13255:11546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2112:24903:5782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2113:10540:9518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2113:22367:19612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M01896:2:000000000-A69JN:1:2114:18122:19183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2116:5011:15780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2117:27121:13583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M01896:2:000000000-A69JN:1:1103:26790:6508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:1102:10661:20351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M01896:2:000000000-A69JN:1:1107:6989:18823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:1108:7344:20383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:1110:12468:13060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:1113:22374:14632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:1113:14587:16553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:1118:7873:23539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:1119:10908:10560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2108:4145:9771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M01896:2:000000000-A69JN:1:2101:12035:3537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
M01896:2:000000000-A69JN:1:2103:7723:12546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2104:2700:18144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M01896:2:000000000-A69JN:1:2107:20215:14681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2112:18907:22400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2116:26050:7885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2117:4949:15931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00595:54:000000000-A7CT0:1:1102:15636:10888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
M00595:42:000000000-A5J1T:1:1107:23019:6504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
M00595:42:000000000-A5J1T:1:1111:23130:6434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M00595:54:000000000-A7CT0:1:1103:13776:7316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
M00595:42:000000000-A5J1T:1:2107:13704:6318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M00595:42:000000000-A5J1T:1:2113:12144:10781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
M00595:54:000000000-A7CT0:1:1105:11906:16084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1106:10719:19272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1106:17433:23460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1109:9933:11282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1110:17841:14378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1110:12727:17931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
M00595:54:000000000-A7CT0:1:1112:17380:12443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1119:23988:19484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2102:24397:17578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
M00595:54:000000000-A7CT0:1:2109:21652:7736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2110:22130:11855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2112:17091:13670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2113:13585:8804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
M00595:54:000000000-A7CT0:1:1108:18707:16339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1111:13842:17722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
M00595:54:000000000-A7CT0:1:1113:26021:10996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1113:11543:23438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1114:14652:4727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1116:15714:12958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2108:6429:15572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2109:16793:13601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
M00595:54:000000000-A7CT0:1:2112:7483:17313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
M00595:54:000000000-A7CT0:1:2112:15659:17455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M00595:54:000000000-A7CT0:1:2113:7662:12709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
